           1 -6.624911405040106E-002
           2 -4.971832860283944E-002
           3 -6.126925743738865E-002
           4 -5.692990206413672E-002
           5 -4.596744161492723E-002
           6 -2.664398175594460E-002
           7  2.330811819035649E-002
           8  0.140650494778122     
           9  0.243588865083075     
          10  0.140772648131903     
          11  2.950109753412771E-002
          12 -3.042926255844391E-002
          13 -4.653571542244108E-002
          14 -4.827658277709066E-002
          15 -5.537773452962220E-002
          16 -6.448095405421879E-002
